,file_name,machine,normal,anormal,artefacts,classification,view_classes_3,is_jaw,is_spine,split_anomaly,split_classification,train_val_test
2261,18_05-45_l,1,x,,,0,1,0,1,train,train,train
2262,18_05-45_r,1,x,,,0,3,1,1,train,train,train
2263,18_05-46_l,1,x,,,0,3,1,1,train,train,train
2264,18_05-46_r,1,x,,,0,3,1,1,train,train,train
2265,18_05-47_l,1,x,,,0,0,0,0,train,train,test
2266,18_05-47_r,1,x,,,0,2,1,0,train,train,test
2267,18_05-48_l,1,x,,,0,3,1,1,train,train,train
2268,18_05-48_r,1,x,,,0,2,1,0,train,train,train
2269,18_05-49_l,1,x,,,0,1,0,1,train,train,train
2270,18_05-49_r,1,x,,,0,1,0,1,train,train,train
2271,18_05-50_l,1,x,,,0,1,0,1,train,train,train
2272,18_05-50_r,1,x,,,0,1,0,1,train,train,train
2273,18_05-51_l,1,x,,,0,1,0,1,train,train,train
2274,18_05-51_r,1,x,,,0,1,0,1,train,train,train
2275,18_05-52_l,1,x,,,0,1,0,1,train,train,train
2276,18_05-52_r,1,x,,,0,1,0,1,train,train,train
2277,18_05-53_l,1,x,,,0,1,0,1,train,train,train
2278,18_05-53_r,1,x,,,0,1,0,1,train,train,train
2279,18_05-54_l,1,x,,,0,3,1,1,train,train,train
2280,18_05-54_r,1,x,,,0,3,1,1,train,train,train
2281,18_05-55_l,1,x,,,0,1,0,1,train,train,train
2282,18_05-55_r,1,x,,,0,3,1,1,train,train,train
2283,18_05-56_l,1,x,,,0,1,0,1,train,train,train
2284,18_05-56_r,1,x,,,0,3,1,1,train,train,train
2285,18_05-57_l,1,x,,,0,2,1,0,train,train,train
2286,18_05-57_r,1,x,,,0,2,1,0,train,train,train
2287,18_05-58_l,1,,x,,8,2,1,0,test,test,test
2288,18_05-58_r,1,x,,,0,2,1,0,train,test,test
2289,18_05-59_l,1,x,,,0,2,1,0,train,train,train
2290,18_05-59_r,1,x,,,0,2,1,0,train,train,train
2291,18_05-60_l,1,x,,,0,0,0,0,train,train,train
2292,18_05-60_r,1,x,,,0,0,0,0,train,train,train
2293,18_05-61_l,1,x,,,0,1,0,1,train,train,train
2294,18_05-61_r,1,x,,,0,1,0,1,train,train,train
2295,18_05-62_l,1,x,,,0,0,0,0,train,train,test
2296,18_05-62_r,1,x,,,0,0,0,0,train,train,test
2297,18_05-63_l,1,x,,,0,1,0,1,train,train,train
2298,18_05-63_r,1,x,,,0,3,1,1,train,train,train
2299,18_05-64_l,1,,x,,8,2,1,0,test,test,val
2300,18_05-64_r,1,x,,,0,2,1,0,train,test,val
2301,18_05-65_l,1,x,,,0,2,1,0,train,train,train
2302,18_05-65_r,1,x,,,0,2,1,0,train,train,train
2303,18_05-66_l,1,x,,,0,3,1,1,train,train,train
2304,18_05-66_r,1,x,,,0,2,1,0,train,train,train
2305,18_05-67_l,1,x,,,0,0,0,0,train,train,train
2306,18_05-67_r,1,x,,,0,2,1,0,train,train,train
2307,18_05-68_l,1,x,,,0,1,0,1,train,train,train
2308,18_05-68_r,1,x,,,0,2,1,0,train,train,train
2309,18_05-69_l,1,x,,,0,1,0,1,train,train,train
2310,18_05-69_r,1,x,,,0,3,1,1,train,train,train
2311,18_05-70_l,1,?,?,,7,0,0,0,test,test,test
2312,18_05-70_r,1,x,,,0,2,1,0,train,test,test
2313,18_05-71_l,1,x,,,0,3,1,1,train,train,train
2314,18_05-71_r,1,x,,,0,3,1,1,train,train,train
2315,18_05-72_l,1,,x,,8,1,0,1,test,test,val
2316,18_05-72_r,1,?,?,,7,2,1,0,test,test,val
2317,18_05-73_l,1,x,,,0,2,1,0,train,train,train
2318,18_05-73_r,1,x,,,0,2,1,0,train,train,train
2319,18_05-74_l,1,x,,,0,2,1,0,train,train,train
2320,18_05-74_r,1,x,,,0,2,1,0,train,train,train
2321,18_05-75_l,1,x,,,0,0,0,0,train,train,train
2322,18_05-75_r,1,x,,,0,2,1,0,train,train,train
2323,18_05-76_l,1,x,,,0,2,1,0,train,train,val
2324,18_05-76_r,1,x,,,0,2,1,0,train,train,val
2325,18_05-77_l,1,x,,,0,1,0,1,train,train,train
2326,18_05-77_r,1,x,,,0,3,1,1,train,train,train
2327,18_05-78_l,1,x,,,0,2,1,0,train,train,train
2328,18_05-78_r,1,x,,,0,2,1,0,train,train,train
2329,18_05-79_l,1,x,,,0,2,1,0,train,train,train
2330,18_05-79_r,1,x,,,0,2,1,0,train,train,train
2331,18_05-80_l,1,x,,,0,3,1,1,train,train,train
2332,18_05-80_r,1,x,,,0,3,1,1,train,train,train
2333,18_05-81_l,1,x,,,0,0,0,0,train,train,train
2334,18_05-81_r,1,x,,,0,2,1,0,train,train,train
2335,18_05-82_l,1,x,,,0,2,1,0,train,train,val
2336,18_05-82_r,1,x,,,0,2,1,0,train,train,val
2337,18_05-83_l,1,x,,,0,1,0,1,train,train,train
2338,18_05-83_r,1,x,,,0,3,1,1,train,train,train
2339,18_05-84_l,1,x,,,0,2,1,0,train,train,train
2340,18_05-84_r,1,x,,,0,3,1,1,train,train,train
2341,18_05-85_l,1,x,,,0,0,0,0,train,train,test
2342,18_05-85_r,1,x,,,0,2,1,0,train,train,test
2343,18_05-86_l,1,x,,,0,0,0,0,train,train,train
2344,18_05-86_r,1,x,,,0,0,0,0,train,train,train
2345,18_05-87_l,1,x,,,0,3,1,1,train,train,train
2346,18_05-87_r,1,x,,,0,3,1,1,train,train,train
2347,18_05-88_l,1,x,,,0,3,1,1,train,train,test
2348,18_05-88_r,1,x,,,0,3,1,1,train,train,test
2349,18_05-89_l,1,x,,,0,1,0,1,train,train,train
2350,18_05-89_r,1,x,,,0,2,1,0,train,train,train
2351,18_05-90_l,1,x,,,0,2,1,0,train,train,val
2352,18_05-90_r,1,x,,,0,2,1,0,train,train,val
2353,18_05-91_l,1,x,,,0,3,1,1,train,train,val
2354,18_05-91_r,1,x,,,0,3,1,1,train,train,val
2355,18_05-92_l,1,x,,,0,3,1,1,train,train,train
2356,18_05-92_r,1,x,,,0,2,1,0,train,train,train
2357,18_05-93_l,1,x,,,0,1,0,1,train,train,train
2358,18_05-93_r,1,x,,,0,2,1,0,train,train,train
2359,18_05-94_l,1,x,,,0,2,1,0,train,train,train
2360,18_05-94_r,1,x,,,0,2,1,0,train,train,train
2361,18_05-95_l,1,x,,,0,3,1,1,train,train,train
2362,18_05-95_r,1,x,,,0,2,1,0,train,train,train
2363,18_05-96_l,1,x,,,0,1,0,1,train,train,train
2364,18_05-96_r,1,x,,,0,1,0,1,train,train,train
2365,18_05-97_l,1,x,,,0,0,0,0,train,train,test
2366,18_05-97_r,1,x,,,0,2,1,0,train,train,test
2367,18_05-98_l,1,x,,x,10,0,0,0,test,test,train
2368,18_05-98_r,1,x,,,0,2,1,0,train,test,train
2369,18_05-99_l,1,x,,x,10,1,0,1,test,test,train
2370,18_05-99_r,1,x,,,0,2,1,0,train,test,train
2371,18_05-100_l,1,x,,,0,1,0,1,train,train,train
2372,18_05-100_r,1,x,,,0,3,1,1,train,train,train
2373,18_05-101_l,1,x,,,0,0,0,0,train,train,val
2374,18_05-101_r,1,x,,,0,1,0,1,train,train,val
2375,18_05-102_l,1,x,,,0,3,1,1,train,train,train
2376,18_05-102_r,1,x,,,0,3,1,1,train,train,train
2377,18_05-103_l,1,x,,,0,0,0,0,train,train,train
2378,18_05-103_r,1,x,,,0,2,1,0,train,train,train
2379,18_05-104_l,1,x,,,0,1,0,1,train,train,train
2380,18_05-104_r,1,x,,,0,3,1,1,train,train,train
2381,18_05-105_l,1,x,,,0,3,1,1,train,train,train
2382,18_05-105_r,1,x,,,0,2,1,0,train,train,train
2383,18_05-106_l,1,x,,,0,1,0,1,train,train,train
2384,18_05-106_r,1,x,,,0,1,0,1,train,train,train
2385,18_05-107_l,1,x,,,0,0,0,0,train,train,train
2386,18_05-107_r,1,x,,,0,1,0,1,train,train,train
2387,18_05-108_l,1,x,,,0,1,0,1,train,train,train
2388,18_05-108_r,1,x,,,0,3,1,1,train,train,train
2389,18_05-109_l,1,x,,,0,3,1,1,train,train,val
2390,18_05-109_r,1,x,,,0,3,1,1,train,train,val
2391,18_05-110_l,1,x,,,0,1,0,1,train,train,train
2392,18_05-110_r,1,x,,,0,3,1,1,train,train,train
2393,18_05-111_l,1,x,,,0,1,0,1,train,train,train
2394,18_05-111_r,1,x,,,0,3,1,1,train,train,train
2395,18_05-112_l,1,x,,,0,3,1,1,train,train,train
2396,18_05-112_r,1,x,,,0,1,0,1,train,train,train
2397,18_05-113_l,1,x,,,0,1,0,1,train,train,train
2398,18_05-113_r,1,x,,,0,1,0,1,train,train,train
2399,18_05-114_l,1,x,,,0,1,0,1,train,train,train
2400,18_05-114_r,1,x,,,0,1,0,1,train,train,train
2401,18_05-115_l,1,x,,,0,2,1,0,train,train,train
2402,18_05-115_r,1,x,,,0,2,1,0,train,train,train
2403,18_05-116_l,0,x,,,0,2,1,0,train,train,train
2404,18_05-116_r,0,x,,,0,3,1,1,train,train,train
2405,18_05-117_l,0,x,,,0,2,1,0,train,train,train
2406,18_05-117_r,0,x,,,0,2,1,0,train,train,train
2407,18_05-118_l,0,x,,,0,2,1,0,train,train,val
2408,18_05-118_r,0,x,,,0,2,1,0,train,train,val
2409,18_05-119_l,0,,x,,8,3,1,1,test,test,test
2410,18_05-119_r,0,x,,,0,3,1,1,train,test,test
2411,18_05-120_l,0,x,,,0,2,1,0,train,train,train
2412,18_05-120_r,0,x,,,0,2,1,0,train,train,train
2413,18_05-121_l,0,,x,,8,2,1,0,test,test,test
2414,18_05-121_r,0,,x,,8,3,1,1,test,test,test
2415,18_05-122_l,0,,x,?,8,2,1,0,test,test,test
2416,18_05-122_r,0,x,,,0,2,1,0,train,test,test
2417,18_05-123_l,0,x,,,0,2,1,0,train,train,val
2418,18_05-123_r,0,x,,,0,2,1,0,train,train,val
2419,18_05-124_l,0,x,,,0,2,1,0,train,train,train
2420,18_05-124_r,0,x,,,0,2,1,0,train,train,train
2421,18_05-125_l,0,x,,,0,2,1,0,train,train,train
2422,18_05-125_r,0,x,,,0,2,1,0,train,train,train
2423,18_05-126_l,0,x,,x,10,2,1,0,test,test,train
2424,18_05-126_r,0,x,,,0,2,1,0,train,test,train
2425,18_05-127_l,0,x,,,0,3,1,1,train,train,val
2426,18_05-127_r,0,,x,,8,3,1,1,test,train,val
2427,18_05-128_l,0,x,,x,10,0,0,0,test,test,train
2428,18_05-128_r,0,x,,x,10,0,0,0,test,test,train
2429,18_05-129_l,0,?,?,x,7,2,1,0,test,test,val
2430,18_05-129_r,0,,x,,8,2,1,0,test,test,val
2431,18_05-130_l,0,x,,,0,2,1,0,train,train,train
2432,18_05-130_r,0,x,,,0,2,1,0,train,train,train
2433,18_05-131_l,0,x,,,0,2,1,0,train,train,train
2434,18_05-131_r,0,x,,,0,3,1,1,train,train,train
2435,18_05-132_l,0,x,,,0,2,1,0,train,train,train
2436,18_05-132_r,0,x,,,0,2,1,0,train,train,train
2437,18_05-133_l,0,x,,?,0,2,1,0,test,test,train
2438,18_05-133_r,0,x,,?,0,2,1,0,test,test,train
2439,18_05-134_l,0,x,,,0,2,1,0,train,train,train
2440,18_05-134_r,0,x,,,0,3,1,1,train,train,train
2441,18_05-135_l,0,x,,x,10,3,1,1,test,test,val
2442,18_05-135_r,0,x,,x,10,2,1,0,test,test,val
2443,18_05-136_l,0,x,,,0,2,1,0,train,train,train
2444,18_05-136_r,0,x,,,0,2,1,0,train,train,train
2445,18_05-137_l,0,x,,,0,2,1,0,train,train,val
2446,18_05-137_r,0,?,?,,7,3,1,1,test,train,val
2447,18_05-138_l,0,,x,,8,1,0,1,test,test,val
2448,18_05-138_r,0,?,?,,7,1,0,1,test,test,val
2449,18_05-139_l,0,x,,,0,2,1,0,train,train,train
2450,18_05-139_r,0,x,,,0,2,1,0,train,train,train
2451,18_05-140_l,0,x,,,0,2,1,0,train,train,val
2452,18_05-140_r,0,x,,,0,2,1,0,train,train,val
2453,18_05-141_l,0,x,,,0,2,1,0,train,train,train
2454,18_05-141_r,0,x,,,0,2,1,0,train,train,train
2455,18_05-142_l,0,x,,,0,2,1,0,train,train,train
2456,18_05-142_r,0,x,,,0,2,1,0,train,train,train
2457,18_05-143_l,0,,x,,8,2,1,0,test,test,val
2458,18_05-143_r,0,,x,,8,2,1,0,test,test,val
2459,18_05-144_l,0,x,,,0,2,1,0,train,train,train
2460,18_05-144_r,0,x,,,0,3,1,1,train,train,train
2461,18_05-145_l,0,x,,,0,2,1,0,train,train,train
2462,18_05-145_r,0,x,,,0,3,1,1,train,train,train
2463,18_05-146_l,0,x,,,0,2,1,0,train,train,train
2464,18_05-146_r,0,x,,,0,2,1,0,train,train,train
2465,18_05-147_l,0,,x,,8,3,1,1,test,test,val
2466,18_05-147_r,0,,x,,8,3,1,1,test,test,val
2467,18_05-148_l,0,x,,,0,2,1,0,train,train,train
2468,18_05-148_r,0,x,,,0,3,1,1,train,train,train
2469,18_05-149_l,0,x,,,0,2,1,0,train,train,train
2470,18_05-149_r,0,x,,,0,2,1,0,train,train,train
2471,18_05-150_l,0,x,,,0,2,1,0,train,train,train
2472,18_05-150_r,0,x,,,0,2,1,0,train,train,train
2473,18_05-151_l,0,x,,,0,2,1,0,train,train,train
2474,18_05-151_r,0,x,,,0,2,1,0,train,train,train
2475,18_05-152_l,0,x,,,0,2,1,0,train,train,train
2476,18_05-152_r,0,x,,,0,2,1,0,train,train,train
2477,18_05-153_l,0,x,,,0,2,1,0,train,train,val
2478,18_05-153_r,0,x,,,0,2,1,0,train,train,val
2479,18_05-154_l,0,x,,,0,2,1,0,train,train,test
2480,18_05-154_r,0,x,,,0,2,1,0,train,train,test
2481,18_05-155_l,0,x,,,0,2,1,0,train,train,train
2482,18_05-155_r,0,x,,,0,2,1,0,train,train,train
2483,18_05-156_l,0,,x,,8,2,1,0,test,test,val
2484,18_05-156_r,0,,x,,8,2,1,0,test,test,val
2485,18_05-157_l,0,x,,,0,2,1,0,train,train,train
2486,18_05-157_r,0,x,,,0,2,1,0,train,train,train
2487,18_05-158_l,0,x,,,0,3,1,1,train,train,train
2488,18_05-158_r,0,x,,,0,3,1,1,train,train,train
2489,18_05-159_l,0,x,,,0,2,1,0,train,train,train
2490,18_05-159_r,0,x,,,0,2,1,0,train,train,train
2491,18_05-160_l,0,x,,,0,2,1,0,train,train,train
2492,18_05-160_r,0,x,,,0,2,1,0,train,train,train
2493,18_05-161_l,0,x,,,0,2,1,0,train,train,train
2494,18_05-161_r,0,x,,,0,2,1,0,train,train,train
2495,18_05-162_l,0,x,,x,10,2,1,0,test,test,train
2496,18_05-162_r,0,x,,x,10,2,1,0,test,test,train
2497,18_05-163_l,0,?,?,?,7,2,1,0,test,test,test
2498,18_05-163_r,0,x,,,0,2,1,0,train,test,test
2499,18_05-164_l,0,x,,,0,2,1,0,train,train,test
2500,18_05-164_r,0,x,,,0,2,1,0,train,train,test
2501,18_05-165_l,0,x,,,0,2,1,0,train,train,train
2502,18_05-165_r,0,x,,,0,2,1,0,train,train,train
2503,18_05-166_l,0,x,,,0,2,1,0,train,train,train
2504,18_05-166_r,0,x,,,0,2,1,0,train,train,train
2505,18_05-167_l,0,?,?,,7,2,1,0,test,test,val
2506,18_05-167_r,0,x,,,0,2,1,0,train,test,val
2507,18_05-168_l,0,?,?,?,7,2,1,0,test,test,val
2508,18_05-168_r,0,?,?,?,7,2,1,0,test,test,val
2509,18_05-169_l,0,x,,?,0,2,1,0,test,test,train
2510,18_05-169_r,0,x,,?,0,2,1,0,test,test,train
2511,18_05-170_l,0,x,,,0,2,1,0,train,train,train
2512,18_05-170_r,0,x,,,0,2,1,0,train,train,train
2513,18_05-171_l,0,x,,,0,2,1,0,train,train,train
2514,18_05-171_r,0,x,,,0,2,1,0,train,train,train
2515,18_05-172_l,0,x,,,0,2,1,0,train,train,train
2516,18_05-172_r,0,x,,,0,2,1,0,train,train,train
2517,18_05-173_l,0,x,,,0,2,1,0,train,train,train
2518,18_05-173_r,0,x,,,0,2,1,0,train,train,train
2519,18_05-174_l,0,x,,,0,2,1,0,train,train,train
2520,18_05-174_r,0,x,,,0,2,1,0,train,train,train
2521,18_05-175_l,0,x,,,0,2,1,0,train,train,train
2522,18_05-175_r,0,x,,,0,2,1,0,train,train,train
2523,18_05-176_l,0,x,,,0,2,1,0,train,train,train
2524,18_05-176_r,0,x,,,0,2,1,0,train,train,train
2525,18_05-177_l,0,x,,,0,2,1,0,test,test,train
2526,18_05-177_r,0,x,,,0,2,1,0,train,test,train
2527,18_05-178_l,0,x,,,0,2,1,0,train,train,train
2528,18_05-178_r,0,x,,,0,2,1,0,train,train,train
2529,18_05-179_l,0,x,,,0,2,1,0,train,train,test
2530,18_05-179_r,0,x,,,0,2,1,0,train,train,test
2531,18_05-180_l,0,x,,,0,2,1,0,train,train,train
2532,18_05-180_r,0,x,,,0,2,1,0,train,train,train
2533,18_05-181_l,0,x,,,0,3,1,1,train,train,train
2534,18_05-181_r,0,x,,,0,3,1,1,train,train,train
2535,18_05-182_l,0,x,,,0,2,1,0,train,train,val
2536,18_05-182_r,0,x,,,0,3,1,1,train,train,val
2537,18_05-183_l,0,x,,,0,2,1,0,train,train,train
2538,18_05-183_r,0,x,,,0,2,1,0,train,train,train
2539,18_05-184_l,0,x,,,0,2,1,0,train,train,train
2540,18_05-184_r,0,x,,,0,2,1,0,train,train,train
2541,18_05-185_l,0,x,,,0,2,1,0,test,test,train
2542,18_05-185_r,0,x,,,0,2,1,0,train,test,train
2543,18_05-186_l,0,x,,,0,2,1,0,train,train,train
2544,18_05-186_r,0,x,,,0,2,1,0,train,train,train
2545,18_05-187_l,0,x,,,0,2,1,0,train,train,train
2546,18_05-187_r,0,x,,,0,2,1,0,train,train,train
2547,18_05-188_l,0,x,,,0,2,1,0,train,train,train
2548,18_05-188_r,0,x,,,0,2,1,0,train,train,train
2549,18_05-189_l,0,x,,,0,2,1,0,train,train,train
2550,18_05-189_r,0,x,,,0,2,1,0,train,train,train
2551,18_05-190_l,0,x,,,0,2,1,0,train,train,train
2552,18_05-190_r,0,x,,,0,2,1,0,train,train,train
2553,18_05-191_l,0,x,,,0,2,1,0,train,train,train
2554,18_05-191_r,0,x,,,0,2,1,0,train,train,train
2555,18_05-192_l,0,x,,,0,2,1,0,train,train,train
2556,18_05-192_r,0,x,,,0,2,1,0,train,train,train
2557,18_05-193_l,0,x,,,0,3,1,1,train,train,test
2558,18_05-193_r,0,,x,,8,1,0,1,test,train,test
2559,18_05-194_l,0,x,,,0,2,1,0,train,train,train
2560,18_05-194_r,0,x,,,0,2,1,0,train,train,train
2561,18_05-195_l,0,x,,,0,2,1,0,train,train,train
2562,18_05-195_r,0,x,,,0,2,1,0,train,train,train
2563,18_05-196_l,0,x,,,0,3,1,1,train,train,val
2564,18_05-196_r,0,x,,,0,1,0,1,train,train,val
2565,18_05-197_l,0,x,,?,0,2,1,0,test,test,train
2566,18_05-197_r,0,x,,?,0,2,1,0,test,test,train
2567,18_05-198_l,0,x,,,0,2,1,0,train,train,train
2568,18_05-198_r,0,x,,,0,2,1,0,train,train,train
2569,18_05-199_l,0,x,,x,10,2,1,0,test,test,train
2570,18_05-199_r,0,x,,x,10,0,0,0,test,test,train
2571,18_05-200_l,0,x,,,0,2,1,0,train,train,train
2572,18_05-200_r,0,x,,,0,2,1,0,train,train,train
2573,18_05-201_l,0,,x,,8,1,0,1,test,test,val
2574,18_05-201_r,0,?,?,,7,1,0,1,test,test,val
2575,18_05-202_l,0,x,,,0,2,1,0,train,train,train
2576,18_05-202_r,0,x,,,0,2,1,0,train,train,train
2577,18_05-203_l,0,x,,,0,2,1,0,train,train,train
2578,18_05-203_r,0,x,,,0,2,1,0,train,train,train
2579,18_05-204_l,0,,x,,8,1,0,1,test,test,val
2580,18_05-204_r,0,,x,,8,1,0,1,test,test,val
2581,18_05-205_l,0,x,,,0,2,1,0,train,train,val
2582,18_05-205_r,0,x,,,0,2,1,0,train,train,val
2583,18_05-206_l,0,x,,,0,2,1,0,train,train,train
2584,18_05-206_r,0,x,,,0,2,1,0,train,train,train
2585,18_05-207_l,0,x,,,0,2,1,0,train,train,train
2586,18_05-207_r,0,x,,,0,2,1,0,train,train,train
2587,18_05-208_l,0,x,,,0,2,1,0,train,train,train
2588,18_05-208_r,0,x,,,0,2,1,0,train,train,train
2589,18_05-209_l,0,x,,,0,3,1,1,train,train,train
2590,18_05-209_r,0,x,,,0,2,1,0,train,train,train
2591,18_05-210_l,0,x,,,0,2,1,0,train,train,train
2592,18_05-210_r,0,x,,,0,2,1,0,train,train,train
2593,18_05-211_l,0,?,?,?,7,2,1,0,test,test,test
2594,18_05-211_r,0,?,?,?,7,2,1,0,test,test,test
2595,18_05-212_l,0,x,,,0,2,1,0,train,train,train
2596,18_05-212_r,0,x,,,0,2,1,0,train,train,train
2597,18_05-213_l,0,?,?,,7,2,1,0,test,test,val
2598,18_05-213_r,0,?,?,?,7,3,1,1,test,test,val
2599,18_05-214_l,0,x,,,0,2,1,0,train,train,train
2600,18_05-214_r,0,x,,,0,2,1,0,train,train,train
2601,18_05-215_l,0,x,,,0,2,1,0,train,train,train
2602,18_05-215_r,0,x,,,0,0,0,0,train,train,train
2603,18_05-216_l,0,x,,x,10,0,0,0,test,test,train
2604,18_05-216_r,0,x,,x,10,0,0,0,test,test,train
2605,18_05-217_l,0,x,,,0,2,1,0,train,train,test
2606,18_05-217_r,0,,x,,8,3,1,1,test,train,test
2607,18_06-0_l,1,x,,,0,3,1,1,train,train,train
2608,18_06-0_r,1,x,,,0,3,1,1,train,train,train
2609,18_06-1_l,1,x,,,0,1,0,1,train,train,train
2610,18_06-1_r,1,x,,,0,3,1,1,train,train,train
2611,18_06-2_l,1,,x,,8,1,0,1,test,test,val
2612,18_06-2_r,1,,x,,8,1,0,1,test,test,val
2613,18_06-3_l,1,x,,,0,1,0,1,train,train,train
2614,18_06-3_r,1,x,,,0,1,0,1,train,train,train
2615,18_06-4_l,1,x,,,0,1,0,1,train,train,test
2616,18_06-4_r,1,x,,,0,1,0,1,train,train,test
2617,18_06-5_l,1,x,,,0,1,0,1,train,train,train
2618,18_06-5_r,1,x,,,0,3,1,1,train,train,train
2619,18_06-6_l,1,x,,,0,2,1,0,train,train,train
2620,18_06-6_r,1,x,,,0,2,1,0,train,train,train
2621,18_06-7_l,1,,x,,8,3,1,1,test,test,val
2622,18_06-7_r,1,,x,,8,3,1,1,test,test,val
2623,18_06-8_l,1,x,,,0,1,0,1,train,train,train
2624,18_06-8_r,1,x,,,0,1,0,1,train,train,train
2625,18_06-9_l,1,x,,,0,3,1,1,train,train,train
2626,18_06-9_r,1,x,,,0,2,1,0,train,train,train
2627,18_06-10_l,1,x,,,0,2,1,0,train,train,train
2628,18_06-10_r,1,x,,,0,3,1,1,train,train,train
2629,18_06-11_l,1,x,,,0,2,1,0,train,train,train
2630,18_06-11_r,1,x,,,0,2,1,0,train,train,train
2631,18_06-12_l,1,?,?,,7,1,0,1,test,test,val
2632,18_06-12_r,1,x,,,0,1,0,1,train,test,val
2633,18_06-13_l,1,x,,,0,3,1,1,train,train,train
2634,18_06-13_r,1,x,,,0,3,1,1,train,train,train
2635,18_06-14_l,1,x,,,0,2,1,0,train,train,train
2636,18_06-14_r,1,x,,,0,2,1,0,train,train,train
2637,18_06-15_l,1,x,,,0,3,1,1,train,train,train
2638,18_06-15_r,1,x,,,0,3,1,1,train,train,train
2639,18_06-16_l,1,x,,,0,3,1,1,train,train,train
2640,18_06-16_r,1,x,,,0,3,1,1,train,train,train
2641,18_06-17_l,1,x,,,0,1,0,1,train,train,train
2642,18_06-17_r,1,x,,,0,1,0,1,train,train,train
2643,18_06-18_l,1,x,,,0,2,1,0,train,train,train
2644,18_06-18_r,1,x,,,0,2,1,0,train,train,train
2645,18_06-19_l,1,x,,,0,0,0,0,train,train,train
2646,18_06-19_r,1,x,,,0,2,1,0,train,train,train
2647,18_06-20_l,1,x,,,0,1,0,1,train,train,train
2648,18_06-20_r,1,x,,,0,1,0,1,train,train,train
2649,18_06-21_l,1,x,,,0,3,1,1,train,train,train
2650,18_06-21_r,1,x,,,0,3,1,1,train,train,train
2651,18_06-22_l,1,x,,,0,1,0,1,train,train,train
2652,18_06-22_r,1,x,,,0,3,1,1,train,train,train
2653,18_06-23_l,1,x,,,0,1,0,1,train,train,train
2654,18_06-23_r,1,x,,,0,2,1,0,train,train,train
2655,18_06-24_l,1,x,,,0,1,0,1,train,train,train
2656,18_06-24_r,1,x,,,0,3,1,1,train,train,train
2657,18_06-25_l,1,x,,,0,0,0,0,train,train,train
2658,18_06-25_r,1,x,,,0,2,1,0,train,train,train
2659,18_06-26_l,1,x,,,0,0,0,0,train,train,train
2660,18_06-26_r,1,x,,,0,2,1,0,train,train,train
2661,18_06-27_l,1,x,,,0,3,1,1,train,train,train
2662,18_06-27_r,1,x,,,0,3,1,1,train,train,train
2663,18_06-28_l,1,x,,,0,2,1,0,train,train,train
2664,18_06-28_r,1,x,,,0,2,1,0,train,train,train
2665,18_06-29_l,1,x,,,0,1,0,1,train,train,val
2666,18_06-29_r,1,x,,,0,1,0,1,train,train,val
2667,18_06-30_l,1,x,,,0,0,0,0,train,train,train
2668,18_06-30_r,1,x,,,0,3,1,1,train,train,train
2669,18_06-31_l,1,x,,,0,3,1,1,train,train,train
2670,18_06-31_r,1,x,,,0,3,1,1,train,train,train
2671,18_06-32_l,1,x,,,0,0,0,0,train,train,train
2672,18_06-32_r,1,x,,,0,2,1,0,train,train,train
2673,18_06-33_l,1,x,,,0,1,0,1,train,train,val
2674,18_06-33_r,1,x,,,0,2,1,0,train,train,val
2675,18_06-34_l,1,x,,,0,2,1,0,train,train,train
2676,18_06-34_r,1,x,,,0,2,1,0,train,train,train
2677,18_06-35_l,1,x,,,0,2,1,0,train,train,train
2678,18_06-35_r,1,x,,,0,2,1,0,train,train,train
2679,18_06-36_l,1,x,,,0,2,1,0,train,train,train
2680,18_06-36_r,1,x,,,0,2,1,0,train,train,train
2681,18_06-37_l,1,x,,,0,1,0,1,train,train,train
2682,18_06-37_r,1,x,,,0,3,1,1,train,train,train
2683,18_06-38_l,1,x,,,0,1,0,1,train,train,train
2684,18_06-38_r,1,x,,,0,1,0,1,train,train,train
2685,18_06-39_l,1,x,,,0,3,1,1,train,train,train
2686,18_06-39_r,1,x,,,0,2,1,0,train,train,train
2687,18_06-40_l,1,x,,,0,0,0,0,train,train,train
2688,18_06-40_r,1,x,,,0,2,1,0,train,train,train
2689,18_06-41_l,1,x,,,0,0,0,0,train,train,train
2690,18_06-41_r,1,x,,,0,2,1,0,train,train,train
2691,18_06-42_l,1,x,,,0,2,1,0,train,train,train
2692,18_06-42_r,1,x,,,0,2,1,0,train,train,train
2693,18_06-43_l,1,x,,,0,3,1,1,train,train,train
2694,18_06-43_r,1,x,,,0,2,1,0,train,train,train
2695,18_06-44_l,1,x,,,0,2,1,0,train,train,train
2696,18_06-44_r,1,x,,,0,2,1,0,train,train,train
2697,18_06-45_l,1,x,,,0,1,0,1,train,train,train
2698,18_06-45_r,1,x,,,0,1,0,1,train,train,train
2699,18_06-46_l,1,x,,,0,1,0,1,train,train,train
2700,18_06-46_r,1,x,,,0,1,0,1,train,train,train
2701,18_06-47_l,1,x,,,0,1,0,1,train,train,train
2702,18_06-47_r,1,x,,,0,1,0,1,train,train,train
2703,18_06-48_l,1,x,,,0,1,0,1,train,train,train
2704,18_06-48_r,1,x,,,0,1,0,1,train,train,train
2705,18_06-49_l,1,x,,,0,1,0,1,train,train,train
2706,18_06-49_r,1,x,,,0,3,1,1,train,train,train
2707,18_06-50_l,1,x,,,0,1,0,1,train,train,train
2708,18_06-50_r,1,x,,,0,1,0,1,train,train,train
